dataset,sample_idx,sample_id,fold,label,image_path
TCGA-LUAD,23,ENSG00000002587,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000023.png
TCGA-LUAD,24,ENSG00000002726,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000024.png
TCGA-LUAD,26,ENSG00000002746,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000026.png
TCGA-LUAD,27,ENSG00000002822,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000027.png
TCGA-LUAD,29,ENSG00000002919,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000029.png
TCGA-LUAD,31,ENSG00000003056,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000031.png
TCGA-LUAD,32,ENSG00000003096,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000032.png
TCGA-LUAD,33,ENSG00000003137,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000033.png
TCGA-LUAD,35,ENSG00000003249,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000035.png
TCGA-LUAD,36,ENSG00000003393,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000036.png
TCGA-LUAD,37,ENSG00000003400,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000037.png
TCGA-LUAD,38,ENSG00000003402,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000038.png
TCGA-LUAD,39,ENSG00000003436,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000039.png
TCGA-LUAD,40,ENSG00000003509,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000040.png
TCGA-LUAD,41,ENSG00000003756,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000041.png
TCGA-LUAD,42,ENSG00000003987,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000042.png
TCGA-LUAD,43,ENSG00000003989,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000043.png
TCGA-LUAD,44,ENSG00000004059,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000044.png
TCGA-LUAD,45,ENSG00000004139,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000045.png
TCGA-LUAD,46,ENSG00000004142,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000046.png
TCGA-LUAD,47,ENSG00000004399,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000047.png
TCGA-LUAD,48,ENSG00000004455,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000048.png
TCGA-LUAD,49,ENSG00000004468,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000049.png
TCGA-LUAD,50,ENSG00000004478,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000050.png
TCGA-LUAD,51,ENSG00000004487,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000051.png
TCGA-LUAD,52,ENSG00000004534,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000052.png
TCGA-LUAD,53,ENSG00000004660,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000053.png
TCGA-LUAD,54,ENSG00000004700,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000054.png
TCGA-LUAD,55,ENSG00000004766,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000055.png
TCGA-LUAD,56,ENSG00000004776,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000056.png
TCGA-LUAD,57,ENSG00000004777,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000057.png
TCGA-LUAD,58,ENSG00000004779,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000058.png
TCGA-LUAD,59,ENSG00000004799,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000059.png
TCGA-LUAD,60,ENSG00000004838,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000060.png
TCGA-LUAD,61,ENSG00000004848,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000061.png
TCGA-LUAD,62,ENSG00000004864,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000062.png
TCGA-LUAD,63,ENSG00000004866,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000063.png
TCGA-LUAD,64,ENSG00000004897,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000064.png
TCGA-LUAD,65,ENSG00000004948,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000065.png
TCGA-LUAD,67,ENSG00000004975,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000067.png
TCGA-LUAD,68,ENSG00000005001,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000068.png
TCGA-LUAD,69,ENSG00000005007,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000069.png
TCGA-LUAD,70,ENSG00000005020,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000070.png
TCGA-LUAD,72,ENSG00000005059,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000072.png
TCGA-LUAD,73,ENSG00000005073,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000073.png
TCGA-LUAD,75,ENSG00000005100,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000075.png
TCGA-LUAD,77,ENSG00000005108,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000077.png
TCGA-LUAD,78,ENSG00000005156,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000078.png
TCGA-LUAD,79,ENSG00000005175,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000079.png
TCGA-LUAD,80,ENSG00000005187,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000080.png
TCGA-LUAD,81,ENSG00000005189,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000081.png
TCGA-LUAD,82,ENSG00000005194,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000082.png
TCGA-LUAD,83,ENSG00000005206,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000083.png
TCGA-LUAD,85,ENSG00000005243,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000085.png
TCGA-LUAD,87,ENSG00000005302,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000087.png
TCGA-LUAD,88,ENSG00000005339,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000088.png
TCGA-LUAD,89,ENSG00000005379,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000089.png
TCGA-LUAD,91,ENSG00000005421,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000091.png
TCGA-LUAD,92,ENSG00000005436,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000092.png
TCGA-LUAD,93,ENSG00000005448,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000093.png
TCGA-LUAD,94,ENSG00000005469,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000094.png
TCGA-LUAD,96,ENSG00000005483,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000096.png
TCGA-LUAD,97,ENSG00000005486,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000097.png
TCGA-LUAD,98,ENSG00000005513,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000098.png
TCGA-LUAD,99,ENSG00000005700,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000099.png
TCGA-LUAD,100,ENSG00000005801,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000100.png
TCGA-LUAD,102,ENSG00000005812,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000102.png
TCGA-LUAD,103,ENSG00000005844,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000103.png
TCGA-LUAD,104,ENSG00000005882,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000104.png
TCGA-LUAD,106,ENSG00000005889,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000106.png
TCGA-LUAD,107,ENSG00000005893,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000107.png
TCGA-LUAD,108,ENSG00000005961,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000108.png
TCGA-LUAD,109,ENSG00000005981,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000109.png
TCGA-LUAD,110,ENSG00000006007,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000110.png
TCGA-LUAD,111,ENSG00000006015,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000111.png
TCGA-LUAD,112,ENSG00000006016,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000112.png
TCGA-LUAD,114,ENSG00000006042,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000114.png
TCGA-LUAD,115,ENSG00000006047,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000115.png
TCGA-LUAD,116,ENSG00000006062,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000116.png
TCGA-LUAD,117,ENSG00000006071,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000117.png
TCGA-LUAD,118,ENSG00000006118,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000118.png
TCGA-LUAD,120,ENSG00000006194,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000120.png
TCGA-LUAD,122,ENSG00000006282,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000122.png
TCGA-LUAD,123,ENSG00000006283,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000123.png
TCGA-LUAD,124,ENSG00000006327,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000124.png
TCGA-LUAD,126,ENSG00000006432,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000126.png
TCGA-LUAD,127,ENSG00000006451,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000127.png
TCGA-LUAD,128,ENSG00000006453,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000128.png
TCGA-LUAD,129,ENSG00000006459,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000129.png
TCGA-LUAD,130,ENSG00000006468,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000130.png
TCGA-LUAD,131,ENSG00000006530,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000131.png
TCGA-LUAD,132,ENSG00000006534,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000132.png
TCGA-LUAD,133,ENSG00000006555,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000133.png
TCGA-LUAD,134,ENSG00000006576,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000134.png
TCGA-LUAD,135,ENSG00000006606,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000135.png
TCGA-LUAD,137,ENSG00000006611,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000137.png
TCGA-LUAD,140,ENSG00000006638,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000140.png
TCGA-LUAD,141,ENSG00000006652,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000141.png
TCGA-LUAD,142,ENSG00000006695,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000142.png
TCGA-LUAD,145,ENSG00000006715,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000145.png
TCGA-LUAD,146,ENSG00000006740,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000146.png
TCGA-LUAD,149,ENSG00000006756,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000149.png
TCGA-LUAD,151,ENSG00000006831,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000151.png
TCGA-LUAD,152,ENSG00000007038,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000152.png
TCGA-LUAD,153,ENSG00000007047,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000153.png
TCGA-LUAD,154,ENSG00000007062,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000154.png
TCGA-LUAD,155,ENSG00000007080,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000155.png
TCGA-LUAD,157,ENSG00000007168,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000157.png
TCGA-LUAD,160,ENSG00000007202,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000160.png
TCGA-LUAD,161,ENSG00000007216,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000161.png
TCGA-LUAD,162,ENSG00000007237,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000162.png
TCGA-LUAD,163,ENSG00000007255,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000163.png
TCGA-LUAD,164,ENSG00000007264,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000164.png
TCGA-LUAD,166,ENSG00000007312,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000166.png
TCGA-LUAD,167,ENSG00000007314,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000167.png
TCGA-LUAD,168,ENSG00000007341,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000168.png
TCGA-LUAD,169,ENSG00000007376,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000169.png
TCGA-LUAD,170,ENSG00000007384,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000170.png
TCGA-LUAD,171,ENSG00000007392,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000171.png
TCGA-LUAD,172,ENSG00000007402,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000172.png
TCGA-LUAD,173,ENSG00000007516,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000173.png
TCGA-LUAD,174,ENSG00000007520,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000174.png
TCGA-LUAD,175,ENSG00000007541,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000175.png
TCGA-LUAD,176,ENSG00000007545,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000176.png
TCGA-LUAD,177,ENSG00000007866,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000177.png
TCGA-LUAD,178,ENSG00000007908,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000178.png
TCGA-LUAD,179,ENSG00000007923,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000179.png
TCGA-LUAD,180,ENSG00000007933,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000180.png
TCGA-LUAD,181,ENSG00000007944,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000181.png
TCGA-LUAD,182,ENSG00000007952,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000182.png
TCGA-LUAD,184,ENSG00000008018,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000184.png
TCGA-LUAD,185,ENSG00000008056,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000185.png
TCGA-LUAD,186,ENSG00000008083,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000186.png
TCGA-LUAD,187,ENSG00000008086,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000187.png
TCGA-LUAD,188,ENSG00000008118,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000188.png
TCGA-LUAD,189,ENSG00000008128,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000189.png
TCGA-LUAD,190,ENSG00000008130,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000190.png
TCGA-LUAD,191,ENSG00000008197,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000191.png
TCGA-LUAD,192,ENSG00000008226,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000192.png
TCGA-LUAD,193,ENSG00000008256,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000193.png
TCGA-LUAD,194,ENSG00000008277,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000194.png
TCGA-LUAD,195,ENSG00000008282,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000195.png
TCGA-LUAD,196,ENSG00000008283,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000196.png
TCGA-LUAD,197,ENSG00000008294,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000197.png
TCGA-LUAD,198,ENSG00000008300,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000198.png
TCGA-LUAD,199,ENSG00000008311,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000199.png
TCGA-LUAD,201,ENSG00000008324,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000201.png
TCGA-LUAD,202,ENSG00000008382,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000202.png
TCGA-LUAD,203,ENSG00000008394,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000203.png
TCGA-LUAD,204,ENSG00000008405,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000204.png
TCGA-LUAD,205,ENSG00000008441,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000205.png
TCGA-LUAD,206,ENSG00000008513,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000206.png
TCGA-LUAD,207,ENSG00000008516,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000207.png
TCGA-LUAD,211,ENSG00000008838,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000211.png
TCGA-LUAD,212,ENSG00000008853,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000212.png
TCGA-LUAD,213,ENSG00000008869,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000213.png
TCGA-LUAD,214,ENSG00000008952,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000214.png
TCGA-LUAD,215,ENSG00000008988,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000215.png
TCGA-LUAD,216,ENSG00000009307,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000216.png
TCGA-LUAD,217,ENSG00000009335,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000217.png
TCGA-LUAD,218,ENSG00000009413,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000218.png
TCGA-LUAD,219,ENSG00000009694,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000219.png
TCGA-LUAD,220,ENSG00000009709,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000220.png
TCGA-LUAD,221,ENSG00000009724,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000221.png
TCGA-LUAD,222,ENSG00000009765,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000222.png
TCGA-LUAD,223,ENSG00000009780,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000223.png
TCGA-LUAD,224,ENSG00000009790,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000224.png
TCGA-LUAD,227,ENSG00000009950,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000227.png
TCGA-LUAD,228,ENSG00000009954,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000228.png
TCGA-LUAD,229,ENSG00000010017,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000229.png
TCGA-LUAD,231,ENSG00000010072,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000231.png
TCGA-LUAD,232,ENSG00000010165,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000232.png
TCGA-LUAD,233,ENSG00000010219,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000233.png
TCGA-LUAD,235,ENSG00000010256,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000235.png
TCGA-LUAD,236,ENSG00000010270,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000236.png
TCGA-LUAD,237,ENSG00000010278,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000237.png
TCGA-LUAD,238,ENSG00000010292,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000238.png
TCGA-LUAD,240,ENSG00000010310,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000240.png
TCGA-LUAD,242,ENSG00000010319,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000242.png
TCGA-LUAD,244,ENSG00000010327,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000244.png
TCGA-LUAD,245,ENSG00000010361,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000245.png
TCGA-LUAD,247,ENSG00000010404,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000247.png
TCGA-LUAD,248,ENSG00000010438,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000248.png
TCGA-LUAD,249,ENSG00000010539,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000249.png
TCGA-LUAD,250,ENSG00000010610,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000250.png
TCGA-LUAD,252,ENSG00000010671,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000252.png
TCGA-LUAD,253,ENSG00000010704,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000253.png
TCGA-LUAD,254,ENSG00000010803,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000254.png
TCGA-LUAD,255,ENSG00000010810,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000255.png
TCGA-LUAD,256,ENSG00000010818,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000256.png
TCGA-LUAD,257,ENSG00000010932,1,1,datasets/HACNet_images/TCGA-LUAD/fold_1/class_1/sample_000257.png
TCGA-LUAD,258,ENSG00000011007,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000258.png
TCGA-LUAD,259,ENSG00000011009,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000259.png
TCGA-LUAD,260,ENSG00000011021,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000260.png
TCGA-LUAD,262,ENSG00000011105,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000262.png
TCGA-LUAD,263,ENSG00000011114,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000263.png
TCGA-LUAD,264,ENSG00000011132,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000264.png
TCGA-LUAD,265,ENSG00000011143,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000265.png
TCGA-LUAD,266,ENSG00000011198,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000266.png
TCGA-LUAD,267,ENSG00000011201,1,0,datasets/HACNet_images/TCGA-LUAD/fold_1/class_0/sample_000267.png
TCGA-LUAD,268,ENSG00000011243,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000268.png
TCGA-LUAD,269,ENSG00000011258,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000269.png
TCGA-LUAD,272,ENSG00000011295,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000272.png
TCGA-LUAD,273,ENSG00000011304,1,2,datasets/HACNet_images/TCGA-LUAD/fold_1/class_2/sample_000273.png
