dataset,sample_idx,sample_id,fold,label,image_path
TCGA-KIRC,34,ENSG00000003249,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000034.png
TCGA-KIRC,35,ENSG00000003393,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000035.png
TCGA-KIRC,36,ENSG00000003400,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000036.png
TCGA-KIRC,38,ENSG00000003436,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000038.png
TCGA-KIRC,39,ENSG00000003509,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000039.png
TCGA-KIRC,40,ENSG00000003756,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000040.png
TCGA-KIRC,41,ENSG00000003987,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000041.png
TCGA-KIRC,42,ENSG00000003989,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000042.png
TCGA-KIRC,43,ENSG00000004059,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000043.png
TCGA-KIRC,46,ENSG00000004399,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000046.png
TCGA-KIRC,47,ENSG00000004455,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000047.png
TCGA-KIRC,48,ENSG00000004468,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000048.png
TCGA-KIRC,49,ENSG00000004478,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000049.png
TCGA-KIRC,50,ENSG00000004487,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000050.png
TCGA-KIRC,51,ENSG00000004534,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000051.png
TCGA-KIRC,53,ENSG00000004700,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000053.png
TCGA-KIRC,54,ENSG00000004766,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000054.png
TCGA-KIRC,55,ENSG00000004776,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000055.png
TCGA-KIRC,57,ENSG00000004779,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000057.png
TCGA-KIRC,58,ENSG00000004799,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000058.png
TCGA-KIRC,60,ENSG00000004848,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000060.png
TCGA-KIRC,62,ENSG00000004866,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000062.png
TCGA-KIRC,63,ENSG00000004897,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000063.png
TCGA-KIRC,65,ENSG00000004948,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000065.png
TCGA-KIRC,66,ENSG00000004961,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000066.png
TCGA-KIRC,67,ENSG00000004975,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000067.png
TCGA-KIRC,69,ENSG00000005007,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000069.png
TCGA-KIRC,70,ENSG00000005020,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000070.png
TCGA-KIRC,71,ENSG00000005022,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000071.png
TCGA-KIRC,72,ENSG00000005059,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000072.png
TCGA-KIRC,73,ENSG00000005073,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000073.png
TCGA-KIRC,74,ENSG00000005075,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000074.png
TCGA-KIRC,76,ENSG00000005102,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000076.png
TCGA-KIRC,77,ENSG00000005108,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000077.png
TCGA-KIRC,78,ENSG00000005156,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000078.png
TCGA-KIRC,80,ENSG00000005187,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000080.png
TCGA-KIRC,81,ENSG00000005189,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000081.png
TCGA-KIRC,82,ENSG00000005194,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000082.png
TCGA-KIRC,83,ENSG00000005206,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000083.png
TCGA-KIRC,86,ENSG00000005249,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000086.png
TCGA-KIRC,87,ENSG00000005302,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000087.png
TCGA-KIRC,89,ENSG00000005379,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000089.png
TCGA-KIRC,90,ENSG00000005436,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000090.png
TCGA-KIRC,91,ENSG00000005448,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000091.png
TCGA-KIRC,92,ENSG00000005469,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000092.png
TCGA-KIRC,93,ENSG00000005471,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000093.png
TCGA-KIRC,95,ENSG00000005486,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000095.png
TCGA-KIRC,96,ENSG00000005513,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000096.png
TCGA-KIRC,97,ENSG00000005700,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000097.png
TCGA-KIRC,99,ENSG00000005810,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000099.png
TCGA-KIRC,100,ENSG00000005812,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000100.png
TCGA-KIRC,101,ENSG00000005844,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000101.png
TCGA-KIRC,102,ENSG00000005882,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000102.png
TCGA-KIRC,103,ENSG00000005884,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000103.png
TCGA-KIRC,104,ENSG00000005889,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000104.png
TCGA-KIRC,105,ENSG00000005893,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000105.png
TCGA-KIRC,106,ENSG00000005961,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000106.png
TCGA-KIRC,108,ENSG00000006007,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000108.png
TCGA-KIRC,109,ENSG00000006015,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000109.png
TCGA-KIRC,110,ENSG00000006016,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000110.png
TCGA-KIRC,111,ENSG00000006025,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000111.png
TCGA-KIRC,112,ENSG00000006042,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000112.png
TCGA-KIRC,113,ENSG00000006047,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000113.png
TCGA-KIRC,114,ENSG00000006062,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000114.png
TCGA-KIRC,115,ENSG00000006118,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000115.png
TCGA-KIRC,116,ENSG00000006125,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000116.png
TCGA-KIRC,117,ENSG00000006194,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000117.png
TCGA-KIRC,118,ENSG00000006210,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000118.png
TCGA-KIRC,119,ENSG00000006282,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000119.png
TCGA-KIRC,120,ENSG00000006327,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000120.png
TCGA-KIRC,121,ENSG00000006432,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000121.png
TCGA-KIRC,122,ENSG00000006451,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000122.png
TCGA-KIRC,123,ENSG00000006453,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000123.png
TCGA-KIRC,124,ENSG00000006459,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000124.png
TCGA-KIRC,125,ENSG00000006468,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000125.png
TCGA-KIRC,126,ENSG00000006530,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000126.png
TCGA-KIRC,127,ENSG00000006534,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000127.png
TCGA-KIRC,128,ENSG00000006555,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000128.png
TCGA-KIRC,130,ENSG00000006607,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000130.png
TCGA-KIRC,132,ENSG00000006625,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000132.png
TCGA-KIRC,133,ENSG00000006634,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000133.png
TCGA-KIRC,134,ENSG00000006638,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000134.png
TCGA-KIRC,136,ENSG00000006695,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000136.png
TCGA-KIRC,137,ENSG00000006704,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000137.png
TCGA-KIRC,138,ENSG00000006712,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000138.png
TCGA-KIRC,139,ENSG00000006715,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000139.png
TCGA-KIRC,140,ENSG00000006740,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000140.png
TCGA-KIRC,141,ENSG00000006744,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000141.png
TCGA-KIRC,142,ENSG00000006747,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000142.png
TCGA-KIRC,143,ENSG00000006756,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000143.png
TCGA-KIRC,144,ENSG00000006757,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000144.png
TCGA-KIRC,145,ENSG00000006831,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000145.png
TCGA-KIRC,146,ENSG00000006837,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000146.png
TCGA-KIRC,147,ENSG00000007001,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000147.png
TCGA-KIRC,148,ENSG00000007047,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000148.png
TCGA-KIRC,149,ENSG00000007062,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000149.png
TCGA-KIRC,150,ENSG00000007080,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000150.png
TCGA-KIRC,151,ENSG00000007129,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000151.png
TCGA-KIRC,153,ENSG00000007171,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000153.png
TCGA-KIRC,154,ENSG00000007174,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000154.png
TCGA-KIRC,155,ENSG00000007202,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000155.png
TCGA-KIRC,156,ENSG00000007216,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000156.png
TCGA-KIRC,157,ENSG00000007237,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000157.png
TCGA-KIRC,158,ENSG00000007255,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000158.png
TCGA-KIRC,159,ENSG00000007264,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000159.png
TCGA-KIRC,160,ENSG00000007312,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000160.png
TCGA-KIRC,161,ENSG00000007314,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000161.png
TCGA-KIRC,163,ENSG00000007376,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000163.png
TCGA-KIRC,164,ENSG00000007384,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000164.png
TCGA-KIRC,165,ENSG00000007392,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000165.png
TCGA-KIRC,166,ENSG00000007402,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000166.png
TCGA-KIRC,167,ENSG00000007516,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000167.png
TCGA-KIRC,169,ENSG00000007541,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000169.png
TCGA-KIRC,170,ENSG00000007545,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000170.png
TCGA-KIRC,171,ENSG00000007866,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000171.png
TCGA-KIRC,172,ENSG00000007908,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000172.png
TCGA-KIRC,173,ENSG00000007923,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000173.png
TCGA-KIRC,174,ENSG00000007933,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000174.png
TCGA-KIRC,175,ENSG00000007944,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000175.png
TCGA-KIRC,176,ENSG00000007952,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000176.png
TCGA-KIRC,177,ENSG00000007968,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000177.png
TCGA-KIRC,179,ENSG00000008056,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000179.png
TCGA-KIRC,180,ENSG00000008083,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000180.png
TCGA-KIRC,181,ENSG00000008086,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000181.png
TCGA-KIRC,182,ENSG00000008118,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000182.png
TCGA-KIRC,183,ENSG00000008128,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000183.png
TCGA-KIRC,184,ENSG00000008130,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000184.png
TCGA-KIRC,185,ENSG00000008196,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000185.png
TCGA-KIRC,186,ENSG00000008226,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000186.png
TCGA-KIRC,187,ENSG00000008256,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000187.png
TCGA-KIRC,188,ENSG00000008277,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000188.png
TCGA-KIRC,189,ENSG00000008282,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000189.png
TCGA-KIRC,190,ENSG00000008283,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000190.png
TCGA-KIRC,191,ENSG00000008294,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000191.png
TCGA-KIRC,192,ENSG00000008300,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000192.png
TCGA-KIRC,193,ENSG00000008311,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000193.png
TCGA-KIRC,194,ENSG00000008323,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000194.png
TCGA-KIRC,195,ENSG00000008324,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000195.png
TCGA-KIRC,196,ENSG00000008382,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000196.png
TCGA-KIRC,198,ENSG00000008405,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000198.png
TCGA-KIRC,199,ENSG00000008441,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000199.png
TCGA-KIRC,200,ENSG00000008513,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000200.png
TCGA-KIRC,202,ENSG00000008517,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000202.png
TCGA-KIRC,203,ENSG00000008710,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000203.png
TCGA-KIRC,204,ENSG00000008735,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000204.png
TCGA-KIRC,206,ENSG00000008853,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000206.png
TCGA-KIRC,209,ENSG00000008988,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000209.png
TCGA-KIRC,210,ENSG00000009307,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000210.png
TCGA-KIRC,211,ENSG00000009335,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000211.png
TCGA-KIRC,212,ENSG00000009413,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000212.png
TCGA-KIRC,213,ENSG00000009694,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000213.png
TCGA-KIRC,214,ENSG00000009724,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000214.png
TCGA-KIRC,215,ENSG00000009765,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000215.png
TCGA-KIRC,216,ENSG00000009780,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000216.png
TCGA-KIRC,217,ENSG00000009790,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000217.png
TCGA-KIRC,218,ENSG00000009830,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000218.png
TCGA-KIRC,219,ENSG00000009844,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000219.png
TCGA-KIRC,220,ENSG00000009950,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000220.png
TCGA-KIRC,221,ENSG00000009954,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000221.png
TCGA-KIRC,222,ENSG00000010017,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000222.png
TCGA-KIRC,223,ENSG00000010030,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000223.png
TCGA-KIRC,224,ENSG00000010072,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000224.png
TCGA-KIRC,226,ENSG00000010219,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000226.png
TCGA-KIRC,227,ENSG00000010244,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000227.png
TCGA-KIRC,228,ENSG00000010256,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000228.png
TCGA-KIRC,230,ENSG00000010278,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000230.png
TCGA-KIRC,231,ENSG00000010292,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000231.png
TCGA-KIRC,232,ENSG00000010295,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000232.png
TCGA-KIRC,233,ENSG00000010310,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000233.png
TCGA-KIRC,234,ENSG00000010318,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000234.png
TCGA-KIRC,235,ENSG00000010319,1,0,datasets/HACNet_images/TCGA-KIRC/fold_1/class_0/sample_000235.png
TCGA-KIRC,236,ENSG00000010322,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000236.png
TCGA-KIRC,237,ENSG00000010327,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000237.png
TCGA-KIRC,238,ENSG00000010361,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000238.png
TCGA-KIRC,239,ENSG00000010379,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000239.png
TCGA-KIRC,241,ENSG00000010539,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000241.png
TCGA-KIRC,242,ENSG00000010610,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000242.png
TCGA-KIRC,243,ENSG00000010626,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000243.png
TCGA-KIRC,244,ENSG00000010671,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000244.png
TCGA-KIRC,246,ENSG00000010803,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000246.png
TCGA-KIRC,247,ENSG00000010810,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000247.png
TCGA-KIRC,248,ENSG00000010818,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000248.png
TCGA-KIRC,250,ENSG00000011007,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000250.png
TCGA-KIRC,251,ENSG00000011009,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000251.png
TCGA-KIRC,252,ENSG00000011021,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000252.png
TCGA-KIRC,253,ENSG00000011028,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000253.png
TCGA-KIRC,254,ENSG00000011105,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000254.png
TCGA-KIRC,255,ENSG00000011114,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000255.png
TCGA-KIRC,256,ENSG00000011132,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000256.png
TCGA-KIRC,257,ENSG00000011143,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000257.png
TCGA-KIRC,258,ENSG00000011198,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000258.png
TCGA-KIRC,259,ENSG00000011201,1,1,datasets/HACNet_images/TCGA-KIRC/fold_1/class_1/sample_000259.png
TCGA-KIRC,261,ENSG00000011258,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000261.png
TCGA-KIRC,262,ENSG00000011260,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000262.png
TCGA-KIRC,263,ENSG00000011275,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000263.png
TCGA-KIRC,265,ENSG00000011304,1,2,datasets/HACNet_images/TCGA-KIRC/fold_1/class_2/sample_000265.png
